Star					Grp	SpType		 Vmag	e_Vmag	 V-J	 e_V-J	Dist	e_Dist	 VMAG	e_VMAG	  _RA		  _DE
TX PsA                 	BP	M5IVe      	13.371	 0.020	 4.690	 0.028	23.343	 1.967	11.530	 0.366	341.25021	-33.25717
2MASS J05082729-2101444	BP	M5V        	14.410	 0.100	 4.694	 0.103	30.500	 4.900	11.989	 0.705	077.11375	-21.02900
HD 139084B             	BP	M5Ve       	14.800	 0.100	 4.750	 0.110	38.536	 1.693	11.871	 0.215	234.73667	-57.70528
2MASS J21103147-2710578	BP	M5V      	15.146	 0.010	 4.850	 0.025	42.000	 3.000	12.030	 0.310	317.63117	-27.18272
2MASS J05241914-1601153	BP	M5V      	13.569	 0.040	 4.901	 0.048	31.600	 4.900	11.071	 0.675	081.07979	-16.02092
GJ 3322B               	BP	UKW          	13.560	 0.070	 4.910	 0.074	24.888	 1.282	11.580	 0.234	075.49496	+09.98314
2MASS J20333759-2556521	BP	M5Ve     	14.870	 0.020	 5.158	 0.031	48.309	 3.337	11.450	 0.301	308.40662	-25.94783
GJ 3076                	BP	M5Ve     	14.430	 0.030	 5.348	 0.040	21.839	 0.849	12.734	 0.171	017.85592	+15.43931
TWA 22                 	BP	M5V        	13.960	 0.010	 5.406	 0.023	17.544	 0.215	12.739	 0.054	154.36204	-53.90736
HD 83096               	Ca	F2V+G9V    	 7.324	 0.010	 0.857	 0.021	83.472	 3.554	 2.716	 0.185	142.85367	-73.74703
HD 49855               	Ca	G6V        	 8.924	 0.016	 1.231	 0.033	58.241	 2.442	 5.098	 0.183	100.94267	-71.97650
V479 Car               	Ca	K1Ve       	10.036	 0.034	 1.479	 0.044	88.028	 8.834	 5.313	 0.437	140.89575	-61.19331
AB Pic                 	Ca	K1Ve       	 9.128	 0.019	 1.552	 0.031	46.062	 1.464	 5.811	 0.139	094.80379	-58.05431
HD 55279               	Ca	K2V        	10.121	 0.035	 1.856	 0.042	58.824	 3.080	 6.273	 0.230	105.12704	-79.69611
2MASS J09032434-6348330	Ca	M3V      	12.058	 0.040	 2.491	 0.048	66.000	 3.000	 7.960	 0.201	135.85142	-63.80917
2MASS J07523324-6436308	Ca	K7V        	12.318	 0.020	 2.614	 0.033	88.000	 5.000	 7.596	 0.248	118.13858	-64.60847
2MASS J04082685-7844471	Ca	M0V        	12.197	 0.040	 2.913	 0.046	53.000	 2.000	 8.576	 0.169	062.11187	-78.74644
2MASS J06234024-7504327	Ca	M4V      	13.764	 0.030	 3.889	 0.040	60.000	 2.000	 9.873	 0.148	095.91767	-75.07578
2MASS J07540718-6320149	Ca	M3V        	14.309	 0.030	 3.975	 0.040	80.000	 5.000	 9.794	 0.273	118.52996	-63.33750
2MASS J06112997-7213388	Ca	M5V      	13.910	 0.010	 4.359	 0.024	48.000	 2.000	10.504	 0.181	092.87492	-72.22744
2MASS J10140807-7636327	Ca	M4V        	14.186	 0.020	 4.439	 0.030	69.000	 2.000	 9.992	 0.127	153.53362	-76.60911
HR 1975                	Co	A0V        	 5.727	 0.009	-0.060	 0.025	75.075	 2.367	 1.349	 0.142	085.84029	-18.55747
HR 1621                	Co	B9Vann     	 4.903	 0.010	-0.049	 0.038	60.680	 0.921	 0.988	 0.067	075.35658	-20.05192
HD 31647A              	Co	A1Va       	 4.999	 0.009	 0.056	 0.028	52.274	 2.159	 1.407	 0.180	074.81421	+37.89025
HR 2466                	Co	A2V        	 5.216	 0.009	 0.177	 0.038	43.630	 1.275	 2.017	 0.131	100.60137	+17.64531
HR 1082                	Co	A3IV/V     	 6.373	 0.005	 0.214	 0.022	71.942	 2.088	 2.088	 0.172	052.97354	-25.61414
HR 1915                	Co	A2III/IV   	 6.256	 0.010	 0.298	 0.026	52.798	 1.199	 2.643	 0.099	084.04292	-28.70800
V342 Peg               	Co	F0Vk       	 5.980	 0.010	 0.597	 0.029	39.401	 1.087	 3.002	 0.120	346.86967	+21.13425
HD 15115               	Co	F4IV       	 6.781	 0.011	 0.753	 0.023	45.228	 1.309	 3.504	 0.126	036.56767	+06.29256
HD 30447               	Co	F3V        	 7.863	 0.010	 0.764	 0.021	80.257	 4.573	 3.340	 0.248	071.70637	-26.30244
HD 37484               	Co	F3V        	 7.247	 0.011	 0.777	 0.027	56.786	 1.999	 3.476	 0.153	084.41512	-28.62631
HD 984                 	Co	F5V        	 7.318	 0.011	 0.916	 0.026	47.148	 1.423	 3.950	 0.132	003.54271	-07.19911
AS Col                 	Co	F6V        	 7.383	 0.011	 0.967	 0.026	48.309	 0.957	 3.963	 0.087	080.15854	-39.75494
HD 40216               	Co	F7V        	 7.470	 0.011	 0.976	 0.023	54.377	 1.301	 3.793	 0.105	088.92983	-38.10453
HD 38397               	Co	G0V        	 8.132	 0.012	 1.076	 0.027	55.371	 1.380	 4.415	 0.109	085.89921	-39.92353
V1358 Ori              	Co	F9V        	 7.948	 0.012	 1.100	 0.024	49.237	 1.964	 4.486	 0.174	094.78358	-03.43900
HD 31647B              	Co	G0V        	 8.142	 0.078	 1.109	 0.084	52.274	 2.159	 4.550	 0.196	074.81425	+37.89164
HD 26980               	Co	G3V        	 9.197	 0.021	 1.255	 0.034	80.515	 6.288	 4.668	 0.340	063.59404	-38.31711
RT Pic                 	Co	G8V        	 9.068	 0.018	 1.338	 0.027	52.549	 1.657	 5.466	 0.138	090.17208	-44.89725
HD 32372               	Co	G5V        	 9.537	 0.026	 1.403	 0.035	76.336	 4.545	 5.123	 0.260	075.21612	-41.01853
HD 23524               	Co	G8V        	 8.699	 0.010	 1.477	 0.023	51.680	 4.327	 5.132	 0.364	057.09583	+52.03786
HD 36329               	Co	G3V        	 9.180	 0.010	 1.871	 0.022	70.872	 2.863	 4.928	 0.176	082.35042	-34.51542
2MASS J03494535-6730350	Co	K7V        	12.215	 0.060	 2.369	 0.064	81.000	 4.000	 7.673	 0.223	057.43900	-67.50972
CD-44 753              	Co	K5Ve       	10.417	 0.050	 2.399	 0.057	51.000	 2.000	 6.879	 0.178	037.63504	-43.70647
2MASS J01540267-4040440	Co	K7V        	12.282	 0.020	 2.499	 0.031	84.000	 4.000	 7.661	 0.208	028.51117	-40.67889
CD-48 4797             	Co	K6Ve       	11.490	 0.010	 2.545	 0.035	59.000	 4.000	 7.636	 0.294	143.30954	-48.80922
2MASS J03241504-5901125	Co	K6Ve       	12.108	 0.050	 2.561	 0.055	90.000	 5.000	 7.337	 0.246	051.06271	-59.02014
TYC 7133-2511-1        	Co	K4IVe      	12.390	 0.100	 2.861	 0.103	90.000	13.000	 7.619	 0.635	122.16362	-36.08383
2MASS J07065772-5353463	Co	M0V        	11.424	 0.030	 2.882	 0.042	53.000	 4.000	 7.803	 0.329	106.74050	-53.89622
HIP 17248              	Co	M0V        	11.251	 0.030	 2.904	 0.040	35.211	 2.703	 8.518	 0.335	055.40533	+55.21856
DK Leo                 	Co	M3V      	10.010	 0.040	 2.936	 0.046	23.084	 0.959	 8.193	 0.185	153.57992	+21.07489
2MASS J04071148-2918342	Co	M0V        	12.063	 0.020	 3.008	 0.028	72.000	 4.000	 7.776	 0.242	061.79787	-29.30950
2MASS J05432676-3025129	Co	M3V      	13.448	 0.050	 3.035	 0.055	87.000	11.000	 8.750	 0.551	085.86150	-30.42028
2MASS J04515303-4647309	Co	M0Ve       	13.030	 0.100	 3.230	 0.103	77.000	 5.000	 8.598	 0.299	072.97100	-46.79194
2MASS J03050976-3725058	Co	M2V        	13.081	 0.010	 3.537	 0.024	72.000	 4.000	 8.794	 0.241	046.29071	-37.41828
2MASS J05100488-2340148	Co	M2V        	13.321	 0.030	 3.723	 0.047	57.000	 5.000	 9.542	 0.382	077.52042	-23.67086
2MASS J05164586-5410168	Co	M3V        	14.184	 0.060	 3.753	 0.065	69.000	 6.000	 9.990	 0.382	079.19112	-54.17136
2MASS J04240094-5512223	Co	M3V      	13.574	 0.020	 3.775	 0.030	68.000	 5.000	 9.411	 0.320	066.00396	-55.20622
2MASS J05100427-2340407	Co	M3V        	13.033	 0.030	 3.792	 0.041	48.000	 4.000	 9.627	 0.363	077.51779	-23.67803
2MASS J05395494-1307598	Co	M3V        	14.460	 0.030	 3.859	 0.046	54.000	 8.000	10.798	 0.645	084.97892	-13.13331
2MASS J05195695-1124440	Co	M4V      	14.253	 0.040	 3.884	 0.046	73.000	 7.000	 9.936	 0.418	079.98733	-11.41228
2MASS J02335984-1811525	Co	M3V        	13.984	 0.040	 3.891	 0.049	77.000	 5.000	 9.552	 0.285	038.49937	-18.19792
GJ 1284                	Co	M2Ve       	11.108	 0.050	 3.908	 0.053	16.202	 0.927	10.060	 0.253	352.55600	-20.39097
2MASS J05470650-3210413	Co	M3V      	13.776	 0.060	 3.918	 0.064	52.000	 7.000	10.196	 0.588	086.77712	-32.17814
2MASS J06002304-4401217	Co	M4V        	14.403	 0.040	 4.095	 0.056	58.000	 9.000	10.586	 0.675	090.09604	-44.02272
2MASS J05111098-4903597	Co	M4V      	14.756	 0.010	 4.115	 0.028	62.000	 5.000	10.794	 0.350	077.79575	-49.06661
V909 Ori               	Co	M3V        	14.213	 0.140	 4.116	 0.143	75.000	 6.000	 9.838	 0.375	085.73283	-07.31064
2MASS J04091413-4008019	Co	M4V      	14.785	 0.020	 4.134	 0.029	63.000	 4.000	10.788	 0.276	062.30887	-40.13386
2MASS J05241317-2104427	Co	M4V        	14.377	 0.030	 4.169	 0.038	52.000	 5.000	10.797	 0.419	081.05487	-21.07856
2MASS J05142878-1514546	Co	M4V      	15.255	 0.020	 4.309	 0.031	58.000	 8.000	11.438	 0.599	078.61996	-15.24853
2MASS J05331130-2914199	Co	M4V        	14.562	 0.010	 4.344	 0.029	55.000	 7.000	10.860	 0.553	083.29708	-29.23886
RECX 2                 	EC	B8V        	 5.453	 0.009	-0.235	 0.021	94.967	 1.443	 0.565	 0.067	130.33129	-78.96336
RECX 8                 	EC	A7V        	 6.042	 0.004	 0.048	 0.030	92.851	 2.069	 1.203	 0.097	130.80092	-79.07008
RECX 13                	EC	A1V        	 7.385	 0.010	 0.326	 0.028	94.274	 1.184	 2.513	 0.055	130.43629	-79.04814
RECX 11                	EC	K5IVe      	11.130	 0.020	 2.401	 0.028	94.274	 1.184	 6.258	 0.058	131.75679	-78.99289
RECX 7                 	EC	K5IVe      	10.840	 0.020	 2.420	 0.031	94.274	 1.184	 5.968	 0.058	130.78017	-79.08125
RECX 1                 	EC	K5IVe      	10.610	 0.020	 2.455	 0.028	94.274	 1.184	 5.738	 0.058	129.23429	-78.94603
RECX 10                	EC	K9IV    	12.530	 0.020	 2.877	 0.030	94.274	 1.184	 7.658	 0.058	131.13292	-78.77531
RECX 4                 	EC	M0IVe      	12.730	 0.020	 3.195	 0.031	94.274	 1.184	 7.858	 0.058	130.59900	-79.06750
RECX 15                	EC	M3V     	13.970	 0.020	 3.465	 0.033	94.274	 1.184	 9.098	 0.058	130.82742	-79.08839
RECX 12                	EC	M3V     	13.170	 0.020	 3.847	 0.031	94.274	 1.184	 8.298	 0.058	131.98654	-78.91478
RECX 6                 	EC	M3V        	14.080	 0.020	 3.848	 0.034	94.274	 1.184	 9.208	 0.058	130.66154	-78.91186
RECX 3                 	EC	M4IV  	14.370	 0.020	 4.021	 0.030	94.274	 1.184	 9.498	 0.058	130.40433	-79.05844
RECX 5                 	EC	M4V        	15.200	 0.020	 4.423	 0.030	94.274	 1.184	10.328	 0.058	130.61287	-78.96331
RECX 9                 	EC	M5V      	15.000	 0.020	 4.740	 0.033	94.274	 1.184	10.128	 0.058	131.06837	-78.98556
RECX 14                	EC	M4V     	17.070	 0.020	 5.261	 0.034	94.274	 1.184	12.198	 0.058	130.37625	-78.88514
RECX 17                	EC	M5V     	16.820	 0.020	 5.545	 0.030	94.274	 1.184	11.948	 0.058	129.71458	-79.27047
RECX 18                	EC	M5V      	17.660	 0.020	 5.811	 0.031	94.274	 1.184	12.788	 0.058	129.04471	-79.13844
RECX 16                	EC	M5V     	18.400	 0.100	 5.895	 0.103	94.274	 1.184	13.528	 0.114	131.03812	-78.56269
HR 7790                	TH	B2.5IV     	 1.933	 0.007	-0.439	 0.031	54.825	 1.563	-1.762	 0.124	306.41192	-56.73508
HR 674                 	TH	B8IV       	 3.549	 0.010	-0.222	 0.032	47.125	 0.266	 0.183	 0.027	034.12746	-51.51217
HR 1190                	TH	B9.5Van    	 4.721	 0.009	-0.075	 0.018	50.736	 2.214	 1.194	 0.190	057.14950	-37.62017
HR 126                 	TH	B9IV       	 4.364	 0.008	-0.068	 0.031	41.408	 0.343	 1.279	 0.037	007.88612	-62.95822
HR 806                 	TH	B9Va       	 4.098	 0.006	-0.065	 0.031	46.555	 0.195	 0.758	 0.019	039.89733	-68.26694
HR 1189                	TH	A1Va       	 5.246	 0.009	-0.042	 0.019	50.736	 2.214	 1.719	 0.190	057.14783	-37.62200
HR 136                 	TH	A1Va       	 5.093	 0.017	 0.096	 0.041	45.558	 0.394	 1.800	 0.041	008.18296	-63.03150
HR 9062                	TH	A1Va+n     	 4.994	 0.008	 0.145	 0.038	47.438	 1.103	 1.613	 0.101	359.39617	-64.29822
HR 943                 	TH	A3V        	 6.183	 0.005	 0.292	 0.021	54.645	 1.493	 2.495	 0.119	046.96187	-27.83114
HR 127                 	TH	A2V+A7V    	 4.537	 0.008	 0.306	 0.031	51.653	 7.924	 0.972	 0.666	007.88950	-62.96556
HR 6351                	TH	A5V        	 6.074	 0.010	 0.420	 0.023	54.975	 0.937	 2.373	 0.075	255.97325	+34.79022
HD 200798              	TH	A5/6IV/V   	 6.695	 0.010	 0.482	 0.022	70.872	 2.210	 2.443	 0.136	316.96342	-54.21653
HD 12894               	TH	F4V        	 6.446	 0.010	 0.750	 0.045	47.755	 1.049	 3.051	 0.096	031.14633	-54.88169
HD 20121               	TH	F4V+F9V    	 6.014	 0.036	 0.758	 0.030	42.499	 1.120	 2.872	 0.120	048.10729	-44.41967
HD 24636               	TH	F3IV/V     	 7.127	 0.010	 0.760	 0.023	54.054	 1.169	 3.463	 0.094	057.04779	-74.69411
HR 8352                	TH	F3V        	 5.898	 0.006	 0.785	 0.037	46.468	 0.885	 2.562	 0.083	328.79746	-61.88661
HD 30051               	TH	F2V   	 7.109	 0.010	 0.821	 0.023	63.573	 3.961	 3.092	 0.271	070.82167	-23.62833
HD 207575              	TH	F6V        	 7.226	 0.010	 0.868	 0.029	45.331	 1.356	 3.944	 0.130	328.04050	-62.05236
HD 53842               	TH	F5V        	 7.461	 0.011	 0.908	 0.031	56.022	 1.130	 3.720	 0.088	101.55642	-83.99153
HD 13246               	TH	F7V        	 7.496	 0.011	 0.962	 0.023	44.170	 0.878	 4.270	 0.087	031.85883	-59.67942
HD 1466                	TH	F8V        	 7.459	 0.011	 0.997	 0.021	41.545	 0.898	 4.367	 0.095	004.60883	-63.47750
HD 32195               	TH	F7V        	 8.172	 0.012	 1.002	 0.024	61.013	 1.899	 4.245	 0.136	072.02154	-80.77925
HD 17250               	TH	F7V        	 7.877	 0.014	 1.018	 0.038	54.318	 3.068	 4.202	 0.246	041.56087	+05.59258
HD 20385               	TH	F6V        	 7.485	 0.011	 1.028	 0.024	49.237	 1.430	 4.023	 0.127	049.16946	-03.53025
HD 105                 	TH	G0V        	 7.509	 0.010	 1.045	 0.023	39.386	 0.915	 4.532	 0.101	001.46892	-41.75306
HD 22705               	TH	G2V        	 7.620	 0.011	 1.128	 0.029	43.346	 1.372	 4.435	 0.138	054.22250	-49.95803
HD 25402               	TH	G3V        	 8.374	 0.013	 1.171	 0.023	48.497	 1.670	 4.945	 0.150	060.13329	-41.74844
HD 29615               	TH	G3V        	 8.466	 0.011	 1.193	 0.026	56.180	 2.809	 4.718	 0.217	069.68308	-27.03383
DK Cet                 	TH	G4V        	 8.072	 0.012	 1.216	 0.026	40.900	 1.121	 5.013	 0.120	029.45408	-21.90147
HD 202917              	TH	G5V        	 8.630	 0.014	 1.244	 0.025	42.974	 1.810	 5.464	 0.183	320.20817	-53.03419
HD 8558                	TH	G6V        	 8.515	 0.014	 1.274	 0.025	49.529	 2.036	 5.041	 0.179	020.83854	-57.48075
HD 13183               	TH	G5V        	 8.648	 0.014	 1.301	 0.028	50.942	 1.661	 5.112	 0.142	031.82525	-53.19903
HD 987                 	TH	G6V        	 8.732	 0.015	 1.326	 0.026	44.405	 1.617	 5.495	 0.159	003.47087	-74.68828
HD 222259A             	TH	G6V        	 8.469	 0.012	 1.347	 0.027	45.683	 1.753	 5.171	 0.167	354.91450	-69.19581
V857 Ara               	TH	G8V        	 9.503	 0.022	 1.495	 0.028	58.928	 4.653	 5.651	 0.344	259.56104	-60.45764
TYC 8852-264-1         	TH	K1Ve       	10.148	 0.035	 1.533	 0.041	64.900	 3.200	 6.087	 0.217	018.31392	-64.19308
HD 20121C              	TH	G9V        	 8.656	 0.036	 1.556	 0.030	42.499	 1.120	 5.514	 0.120	048.10696	-44.42072
HD 208233              	TH	G9IV       	 8.903	 0.014	 1.593	 0.029	58.038	 3.571	 5.084	 0.268	329.46446	-68.21392
AT Col                 	TH	K1Ve       	 9.576	 0.024	 1.671	 0.032	66.900	 4.300	 5.449	 0.280	084.27212	-39.54067
CD-52 465              	TH	G2V        	 9.214	 0.022	 1.680	 0.043	47.125	 0.266	 5.848	 0.033	034.09987	-51.52994
BS Ind                 	TH	G9V        	 8.872	 0.016	 1.688	 0.030	45.147	 2.854	 5.599	 0.275	320.24917	-52.47781
CD-46 644              	TH	K4V      	11.240	 0.010	 1.848	 0.138	75.858	 3.793	 6.840	 0.217	032.73075	-46.06631
TYC 9357-1011-1        	TH	K4V      	10.590	 0.020	 1.904	 0.031	54.954	 2.748	 6.890	 0.218	030.03821	-80.41694
BO Mic                 	TH	K3Ve       	 9.447	 0.019	 1.934	 0.028	54.954	 2.748	 5.747	 0.218	311.93754	-36.59467
BD-15 705              	TH	K4V      	10.125	 0.060	 1.936	 0.056	52.481	 2.624	 6.525	 0.225	060.56871	-15.35828
CC Phe                 	TH	K1V        	 9.376	 0.021	 1.971	 0.029	36.023	 1.298	 6.593	 0.158	022.03608	-52.63864
CD-78 24               	TH	K3Ve       	10.210	 0.010	 1.990	 0.023	52.481	 2.624	 6.610	 0.217	010.58467	-77.79439
TYC 6461-1120-2        	TH	K4V      	10.393	 0.038	 2.113	 0.047	43.652	 2.183	 7.193	 0.220	060.01650	-29.04106
HD 3221                	TH	K4Ve       	 9.527	 0.025	 2.190	 0.030	43.937	 1.911	 6.313	 0.190	008.71333	-61.91614
HD 222259B             	TH	K3Ve       	 9.840	 0.010	 2.210	 0.059	45.683	 1.753	 6.541	 0.167	354.91362	-69.19431
CD-60 416              	TH	K5Ve       	10.680	 0.010	 2.352	 0.028	45.709	 2.285	 7.380	 0.217	031.88417	-59.67253
HD 25284               	TH	K4V      	10.377	 0.033	 2.413	 0.044	45.709	 2.285	 7.077	 0.220	060.01600	-29.03783
CD-58 553              	TH	K5Ve       	10.980	 0.010	 2.416	 0.026	47.863	 2.393	 7.664	 0.217	040.63767	-57.66022
CD-35 1167             	TH	K7Ve       	11.120	 0.010	 2.544	 0.029	44.600	 2.200	 7.873	 0.214	049.78612	-35.11678
CD-44 1173             	TH	K6Ve       	10.900	 0.010	 2.600	 0.021	43.652	 2.183	 7.700	 0.217	052.98187	-43.98708
CD-53 544              	TH	K6Ve       	10.220	 0.010	 2.638	 0.025	41.687	 2.084	 7.120	 0.217	040.44512	-52.99789
CD-34 521              	TH	K6Ve       	11.012	 0.047	 2.705	 0.051	39.000	 2.000	 8.057	 0.228	020.51846	-33.61767
TYC 8098-414-1         	TH	K7Ve       	11.740	 0.010	 2.754	 0.026	52.481	 2.624	 8.140	 0.217	083.35658	-51.28700
TYC 8083-455-1         	TH	K7Ve       	11.530	 0.010	 2.789	 0.028	54.954	 2.748	 7.820	 0.217	072.00279	-50.69044
2MASS J23585674-8339423	TH	K6V      	11.931	 0.020	 2.810	 0.030	57.544	 2.877	 8.131	 0.218	359.73592	-83.66181
CT Tuc                 	TH	M0Ve       	11.470	 0.010	 2.855	 0.029	45.809	 5.078	 8.165	 0.482	006.31108	-61.51342
HIP 107345             	TH	M0Ve       	11.610	 0.010	 2.859	 0.028	43.649	 4.916	 8.410	 0.489	326.12550	-60.97747
HIP 1910               	TH	M0Ve       	11.335	 0.020	 2.950	 0.033	52.966	 7.631	 7.715	 0.626	006.03742	-62.18453
TYC 9344-293-1         	TH	M0Ve       	11.820	 0.010	 2.980	 0.031	47.863	 2.393	 8.420	 0.217	351.54462	-73.39719
2MASS J17130733-8552105	TH	M0V        	11.568	 0.050	 2.982	 0.058	62.000	 4.000	 7.606	 0.285	258.28054	-85.86961
2MASS J04440099-6624036	TH	M0.0V      	12.464	 0.010	 2.990	 0.026	57.544	 2.877	 8.664	 0.217	071.00412	-66.40103
2MASS J22021626-4210329	TH	M3V      	12.149	 0.050	 3.224	 0.056	45.709	 2.285	 8.849	 0.223	330.56775	-42.17583
2MASS J23474694-6517249	TH	M1.0V      	12.453	 0.010	 3.354	 0.026	45.709	 2.285	 9.153	 0.217	356.94562	-65.29025
2MASS J00393579-3816584	TH	M3V      	12.207	 0.020	 3.430	 0.029	39.811	 1.991	 9.207	 0.218	009.89917	-38.28289
2MASS J02543316-5108313	TH	M1.0V      	12.101	 0.010	 3.433	 0.029	43.652	 2.183	 8.901	 0.217	043.63817	-51.14206
GJ 3054                	TH	M3V      	11.968	 0.050	 3.487	 0.054	40.355	 4.316	 8.939	 0.467	011.36729	-51.62608
2MASS J05392505-4245211	TH	M3V      	13.017	 0.030	 3.571	 0.037	52.481	 2.624	 9.417	 0.219	084.85437	-42.75589
2MASS J00152752-6414545	TH	M2V      	12.902	 0.020	 3.577	 0.032	50.119	 2.506	 9.402	 0.218	003.86467	-64.24856
2MASS J02365171-5203036	TH	M2Ve       	12.012	 0.070	 3.592	 0.074	41.000	 2.000	 8.948	 0.223	039.21546	-52.05103
2MASS J02125819-5851182	TH	M2V      	12.925	 0.020	 3.600	 0.031	47.863	 2.393	 9.525	 0.218	033.24250	-58.85506
2MASS J01521830-5950168	TH	M3V      	12.545	 0.020	 3.604	 0.028	39.811	 1.991	 9.545	 0.218	028.07625	-59.83800
2MASS J00493566-6347416	TH	M3V      	12.895	 0.050	 3.614	 0.058	45.709	 2.285	 9.595	 0.223	012.39867	-63.79492
2MASS J22025453-6440441	TH	M2V      	12.683	 0.030	 3.628	 0.040	45.709	 2.285	 9.383	 0.219	330.72721	-64.67892
2MASS J02474639-5804272	TH	M2V      	13.004	 0.050	 3.648	 0.055	43.652	 2.183	 9.804	 0.223	041.94333	-58.07422
AF Hor                 	TH	M2Ve       	12.130	 0.040	 3.649	 0.048	45.709	 2.285	 8.830	 0.221	040.44712	-52.99186
2MASS J00302572-6236015	TH	M2V      	12.103	 0.050	 3.658	 0.055	43.652	 2.183	 8.903	 0.223	007.60717	-62.60042
2MASS J02001277-0840516	TH	M2V      	12.442	 0.070	 3.676	 0.074	38.019	 1.901	 9.542	 0.228	030.05325	-08.68108
2MASS J22463471-7353504	TH	M3V      	13.418	 0.030	 3.754	 0.038	52.481	 2.624	 9.818	 0.219	341.64462	-73.89733
2MASS J04470041-5134405	TH	M2V      	13.838	 0.040	 3.776	 0.046	54.954	 2.748	10.138	 0.221	071.75171	-51.57792
2MASS J23285763-6802338	TH	M3V      	13.045	 0.010	 3.788	 0.025	50.119	 2.506	 9.545	 0.217	352.24017	-68.04278
2MASS J02155892-0929121	TH	M3V      	12.222	 0.050	 3.791	 0.056	44.000	 3.000	 9.005	 0.300	033.99558	-09.48675
2MASS J04435860-3643188	TH	M4V      	14.510	 0.100	 3.796	 0.103	54.954	 2.748	10.810	 0.239	070.99417	-36.72189
2MASS J04213904-7233562	TH	M2V      	13.700	 0.060	 3.830	 0.064	57.544	 2.877	 9.900	 0.225	065.41271	-72.56561
2MASS J19225071-6310581	TH	M3V        	13.288	 0.070	 3.833	 0.073	61.000	 4.000	 9.361	 0.293	290.71133	-63.18283
2MASS J00125703-7952073	TH	M3V      	13.558	 0.060	 3.876	 0.065	47.863	 2.393	10.158	 0.225	003.23767	-79.86869
2MASS J04133314-5231586	TH	M3V      	13.911	 0.040	 3.908	 0.048	50.119	 2.506	10.411	 0.221	063.38808	-52.53294
2MASS J02070176-4406380	TH	M2V      	13.213	 0.060	 3.943	 0.066	43.652	 2.183	10.013	 0.225	031.75733	-44.11056
2MASS J04274963-3327010	TH	M4V      	15.200	 0.100	 3.990	 0.103	52.481	 2.624	11.600	 0.239	066.95679	-33.45028
2MASS J02590284-6120000	TH	M4V      	15.590	 0.100	 3.992	 0.103	75.858	 3.793	11.190	 0.239	044.76183	-61.33333
2MASS J01505688-5844032	TH	M3V      	13.542	 0.020	 4.002	 0.031	45.709	 2.285	10.242	 0.218	027.73704	-58.73422
2MASS J04365738-1613065	TH	M4V      	13.126	 0.010	 4.009	 0.028	39.811	 1.991	10.126	 0.217	069.23917	-16.21844
2MASS J21370885-6036054	TH	M3V      	13.695	 0.020	 4.051	 0.030	47.863	 2.393	10.295	 0.218	324.28687	-60.60153
2MASS J01532494-6833226	TH	M5V      	15.126	 0.010	 4.056	 0.028	43.652	 2.183	11.926	 0.217	028.35454	-68.55633
2MASS J17080882-6936186	TH	M4V      	13.144	 0.010	 4.086	 0.023	49.000	 3.000	 9.693	 0.266	257.03675	-69.60519
2MASS J22440873-5413183	TH	M4V        	13.463	 0.010	 4.101	 0.028	49.000	 4.000	10.012	 0.355	341.03642	-54.22175
2MASS J00332438-5116433	TH	M4V      	14.010	 0.050	 4.149	 0.055	41.687	 2.084	10.910	 0.223	008.35158	-51.27869
2MASS J00421010-5444431	TH	M3V      	13.997	 0.020	 4.183	 0.031	45.709	 2.285	10.697	 0.218	010.54208	-54.74531
2MASS J04074372-6825111	TH	M3V      	14.597	 0.030	 4.190	 0.037	60.256	 3.013	10.697	 0.219	061.93217	-68.41975
2MASS J03210395-6816475	TH	M4V      	14.580	 0.020	 4.224	 0.044	54.954	 2.748	10.880	 0.218	050.26646	-68.27986
2MASS J01224511-6318446	TH	M4V      	14.073	 0.010	 4.240	 0.023	45.709	 2.285	10.773	 0.217	020.68796	-63.31239
2MASS J00485254-6526330	TH	M3V      	14.648	 0.020	 4.241	 0.030	50.119	 2.506	11.148	 0.218	012.21892	-65.44250
2MASS J21100614-5811483	TH	M4V      	15.140	 0.100	 4.246	 0.103	52.481	 2.624	11.540	 0.239	317.52558	-58.19675
2MASS J23570417-0337559	TH	M3V      	15.150	 0.010	 4.255	 0.024	52.481	 2.624	11.550	 0.217	359.26737	-03.63222
2MASS J02205139-5823411	TH	M3V      	13.925	 0.010	 4.259	 0.024	38.019	 1.901	11.025	 0.217	035.21412	-58.39475
2MASS J21143354-4213528	TH	M4V      	15.650	 0.100	 4.270	 0.103	52.481	 2.624	12.050	 0.239	318.63975	-42.23133
2MASS J01380311-5904042	TH	M3V      	14.167	 0.040	 4.277	 0.048	41.687	 2.084	11.067	 0.221	024.51300	-59.06783
2MASS J03244056-3904227	TH	M4V      	14.148	 0.050	 4.278	 0.055	43.652	 2.183	10.948	 0.223	051.16904	-39.07300
2MASS J02502222-6545552	TH	M3V      	14.593	 0.060	 4.289	 0.064	52.481	 2.624	10.993	 0.225	042.59312	-65.76533
2MASS J21163528-6005124	TH	M4V      	14.485	 0.010	 4.294	 0.025	47.863	 2.393	11.085	 0.217	319.14700	-60.08678
2MASS J23452225-7126505	TH	M4V      	14.550	 0.010	 4.356	 0.026	45.709	 2.285	11.250	 0.217	356.34271	-71.44739
2MASS J02564708-6343027	TH	M4V      	14.230	 0.100	 4.367	 0.103	60.256	 3.013	10.330	 0.239	044.19621	-63.71744
